Neighborhood,Date,permits_count,du_added,permits_trailing6,permits_trailing12,du_added_trailing6
Beverly Hills,2020-01-31,41,2.0,41.0,41.0,2.0
Beverly Hills,2020-02-29,29,2.0,70.0,70.0,4.0
Beverly Hills,2020-03-31,26,0.0,96.0,96.0,4.0
Beverly Hills,2020-04-30,12,0.0,108.0,108.0,4.0
Beverly Hills,2020-05-31,19,0.0,127.0,127.0,4.0
Beverly Hills,2020-06-30,17,-1.0,144.0,144.0,3.0
Beverly Hills,2020-07-31,24,-1.0,127.0,168.0,0.0
Beverly Hills,2020-08-31,23,0.0,121.0,191.0,-2.0
Beverly Hills,2020-09-30,26,1.0,121.0,217.0,-1.0
Beverly Hills,2020-10-31,25,0.0,134.0,242.0,-1.0
Beverly Hills,2020-11-30,21,-1.0,136.0,263.0,-2.0
Beverly Hills,2020-12-31,25,0.0,144.0,288.0,-1.0
Beverly Hills,2021-01-31,26,0.0,146.0,273.0,0.0
Beverly Hills,2021-02-28,18,0.0,141.0,262.0,0.0
Beverly Hills,2021-03-31,39,0.0,154.0,275.0,-1.0
Beverly Hills,2021-04-30,30,0.0,159.0,293.0,-1.0
Beverly Hills,2021-05-31,32,1.0,170.0,306.0,1.0
Beverly Hills,2021-06-30,23,0.0,168.0,312.0,1.0
Beverly Hills,2021-07-31,36,1.0,178.0,324.0,2.0
Beverly Hills,2021-08-31,28,-1.0,188.0,329.0,1.0
Beverly Hills,2021-09-30,21,1.0,170.0,324.0,2.0
Beverly Hills,2021-10-31,17,1.0,157.0,316.0,3.0
Beverly Hills,2021-11-30,21,0.0,146.0,316.0,2.0
Beverly Hills,2021-12-31,19,0.0,142.0,310.0,2.0
Beverly Hills,2022-01-31,23,-1.0,129.0,307.0,0.0
Beverly Hills,2022-02-28,17,1.0,118.0,306.0,2.0
Beverly Hills,2022-03-31,29,1.0,126.0,296.0,2.0
Beverly Hills,2022-04-30,22,0.0,131.0,288.0,1.0
Beverly Hills,2022-05-31,30,1.0,140.0,286.0,2.0
Beverly Hills,2022-06-30,33,-1.0,154.0,296.0,1.0
Beverly Hills,2022-07-31,25,3.0,156.0,285.0,5.0
Beverly Hills,2022-08-31,30,-3.0,169.0,287.0,1.0
Beverly Hills,2022-09-30,30,1.0,170.0,296.0,1.0
Beverly Hills,2022-10-31,40,0.0,188.0,319.0,1.0
Beverly Hills,2022-11-30,17,0.0,175.0,315.0,0.0
Beverly Hills,2022-12-31,26,2.0,168.0,322.0,3.0
Beverly Hills,2023-01-31,23,0.0,166.0,322.0,0.0
Beverly Hills,2023-02-28,28,0.0,164.0,333.0,3.0
Beverly Hills,2023-03-31,20,1.0,154.0,324.0,3.0
Beverly Hills,2023-04-30,24,-1.0,138.0,326.0,2.0
Beverly Hills,2023-05-31,27,1.0,148.0,323.0,3.0
Beverly Hills,2023-06-30,24,0.0,146.0,314.0,1.0
Beverly Hills,2023-07-31,34,1.0,157.0,323.0,2.0
Beverly Hills,2023-08-31,38,-1.0,167.0,331.0,1.0
Beverly Hills,2023-09-30,27,0.0,174.0,328.0,0.0
Beverly Hills,2023-10-31,27,0.0,177.0,315.0,1.0
Beverly Hills,2023-11-30,20,1.0,170.0,318.0,1.0
Beverly Hills,2023-12-31,14,0.0,160.0,306.0,1.0
Beverly Hills,2024-01-31,28,0.0,154.0,311.0,0.0
Beverly Hills,2024-02-29,26,0.0,142.0,309.0,1.0
Beverly Hills,2024-03-31,29,-1.0,144.0,318.0,0.0
Beverly Hills,2024-04-30,33,0.0,150.0,327.0,0.0
Beverly Hills,2024-05-31,29,1.0,159.0,329.0,0.0
Beverly Hills,2024-06-30,23,1.0,168.0,328.0,1.0
Beverly Hills,2024-07-31,17,0.0,157.0,311.0,1.0
Beverly Hills,2024-08-31,27,0.0,158.0,300.0,1.0
Beverly Hills,2024-09-30,28,-2.0,157.0,301.0,0.0
Beverly Hills,2024-10-31,30,-1.0,154.0,304.0,-1.0
Beverly Hills,2024-11-30,18,0.0,143.0,302.0,-2.0
Beverly Hills,2024-12-31,22,-1.0,142.0,310.0,-4.0
Beverly Hills,2025-01-31,26,-1.0,151.0,308.0,-5.0
Beverly Hills,2025-02-28,34,3.0,158.0,316.0,-2.0
Beverly Hills,2025-03-31,28,0.0,158.0,315.0,0.0
Beverly Hills,2025-04-30,27,0.0,155.0,309.0,1.0
Beverly Hills,2025-05-31,43,6.0,180.0,323.0,7.0
Beverly Hills,2025-06-30,29,1.0,187.0,329.0,9.0
Beverly Hills,2025-07-31,25,0.0,186.0,337.0,10.0
Beverly Hills,2025-08-31,22,1.0,174.0,332.0,8.0
Beverly Hills,2025-09-30,24,1.0,170.0,328.0,9.0
Beverly Hills,2025-10-31,23,0.0,166.0,321.0,9.0
Beverly Hills,2025-11-30,19,2.0,142.0,322.0,5.0
Beverly Hills,2025-12-31,14,1.0,127.0,314.0,5.0
Boyle Heights,2020-01-31,20,22.0,20.0,20.0,22.0
Boyle Heights,2020-02-29,26,12.0,46.0,46.0,34.0
Boyle Heights,2020-03-31,22,3.0,68.0,68.0,37.0
Boyle Heights,2020-04-30,16,-1.0,84.0,84.0,36.0
Boyle Heights,2020-05-31,15,2.0,99.0,99.0,38.0
Boyle Heights,2020-06-30,8,2.0,107.0,107.0,40.0
Boyle Heights,2020-07-31,19,0.0,106.0,126.0,18.0
Boyle Heights,2020-08-31,12,4.0,92.0,138.0,10.0
Boyle Heights,2020-09-30,22,-1.0,92.0,160.0,6.0
Boyle Heights,2020-10-31,23,4.0,99.0,183.0,11.0
Boyle Heights,2020-11-30,25,3.0,109.0,208.0,12.0
Boyle Heights,2020-12-31,60,1.0,161.0,268.0,11.0
Boyle Heights,2021-01-31,20,15.0,162.0,268.0,26.0
Boyle Heights,2021-02-28,27,1.0,177.0,269.0,23.0
Boyle Heights,2021-03-31,35,-1.0,190.0,282.0,23.0
Boyle Heights,2021-04-30,21,9.0,188.0,287.0,28.0
Boyle Heights,2021-05-31,21,4.0,184.0,293.0,29.0
Boyle Heights,2021-06-30,24,-2.0,148.0,309.0,26.0
Boyle Heights,2021-07-31,23,75.0,151.0,313.0,86.0
Boyle Heights,2021-08-31,29,14.0,153.0,330.0,99.0
Boyle Heights,2021-09-30,10,0.0,128.0,318.0,100.0
Boyle Heights,2021-10-31,41,35.0,148.0,336.0,126.0
Boyle Heights,2021-11-30,17,1.0,144.0,328.0,123.0
Boyle Heights,2021-12-31,11,109.0,131.0,279.0,234.0
Boyle Heights,2022-01-31,19,-3.0,127.0,278.0,156.0
Boyle Heights,2022-02-28,14,21.0,112.0,265.0,163.0
Boyle Heights,2022-03-31,29,2.0,131.0,259.0,165.0
Boyle Heights,2022-04-30,24,1.0,114.0,262.0,131.0
Boyle Heights,2022-05-31,21,73.0,118.0,262.0,203.0
Boyle Heights,2022-06-30,37,6.0,144.0,275.0,100.0
Boyle Heights,2022-07-31,41,24.0,166.0,293.0,127.0
Boyle Heights,2022-08-31,21,4.0,173.0,285.0,110.0
Boyle Heights,2022-09-30,22,0.0,166.0,297.0,108.0
Boyle Heights,2022-10-31,34,-3.0,176.0,290.0,104.0
Boyle Heights,2022-11-30,35,-1.0,190.0,308.0,30.0
Boyle Heights,2022-12-31,27,-3.0,180.0,324.0,21.0
Boyle Heights,2023-01-31,25,2.0,164.0,330.0,-1.0
Boyle Heights,2023-02-28,30,7.0,173.0,346.0,2.0
Boyle Heights,2023-03-31,30,1.0,181.0,347.0,3.0
Boyle Heights,2023-04-30,29,23.0,176.0,352.0,29.0
Boyle Heights,2023-05-31,29,41.0,170.0,360.0,71.0
Boyle Heights,2023-06-30,38,4.0,181.0,361.0,78.0
Boyle Heights,2023-07-31,33,0.0,189.0,353.0,76.0
Boyle Heights,2023-08-31,48,9.0,207.0,380.0,78.0
Boyle Heights,2023-09-30,18,-3.0,195.0,376.0,74.0
Boyle Heights,2023-10-31,25,1.0,191.0,367.0,52.0
Boyle Heights,2023-11-30,27,4.0,189.0,359.0,15.0
Boyle Heights,2023-12-31,18,16.0,169.0,350.0,27.0
Boyle Heights,2024-01-31,18,-2.0,154.0,343.0,25.0
Boyle Heights,2024-02-29,27,10.0,133.0,340.0,26.0
Boyle Heights,2024-03-31,26,10.0,141.0,336.0,39.0
Boyle Heights,2024-04-30,39,-2.0,155.0,346.0,36.0
Boyle Heights,2024-05-31,28,-5.0,156.0,345.0,27.0
Boyle Heights,2024-06-30,28,70.0,166.0,335.0,81.0
Boyle Heights,2024-07-31,51,14.0,199.0,353.0,97.0
Boyle Heights,2024-08-31,32,6.0,204.0,337.0,93.0
Boyle Heights,2024-09-30,25,1.0,203.0,344.0,84.0
Boyle Heights,2024-10-31,40,0.0,204.0,359.0,86.0
Boyle Heights,2024-11-30,36,16.0,212.0,368.0,107.0
Boyle Heights,2024-12-31,29,88.0,213.0,379.0,125.0
Boyle Heights,2025-01-31,26,24.0,188.0,387.0,135.0
Boyle Heights,2025-02-28,31,5.0,187.0,391.0,134.0
Boyle Heights,2025-03-31,25,1.0,187.0,390.0,134.0
Boyle Heights,2025-04-30,43,41.0,190.0,394.0,175.0
Boyle Heights,2025-05-31,29,14.0,183.0,395.0,173.0
Boyle Heights,2025-06-30,25,11.0,179.0,392.0,96.0
Boyle Heights,2025-07-31,16,-1.0,169.0,357.0,71.0
Boyle Heights,2025-08-31,33,48.0,171.0,358.0,114.0
Boyle Heights,2025-09-30,27,0.0,173.0,360.0,113.0
Boyle Heights,2025-10-31,30,0.0,160.0,350.0,72.0
Boyle Heights,2025-11-30,18,1.0,149.0,332.0,59.0
Boyle Heights,2025-12-31,19,1.0,143.0,322.0,49.0
Brentwood,2020-01-31,97,-22.0,97.0,97.0,-22.0
Brentwood,2020-02-29,106,-4.0,203.0,203.0,-26.0
Brentwood,2020-03-31,75,-2.0,278.0,278.0,-28.0
Brentwood,2020-04-30,34,0.0,312.0,312.0,-28.0
Brentwood,2020-05-31,64,1.0,376.0,376.0,-27.0
Brentwood,2020-06-30,78,1.0,454.0,454.0,-26.0
Brentwood,2020-07-31,93,-4.0,450.0,547.0,-8.0
Brentwood,2020-08-31,60,-2.0,404.0,607.0,-6.0
Brentwood,2020-09-30,91,36.0,420.0,698.0,32.0
Brentwood,2020-10-31,54,-1.0,440.0,752.0,31.0
Brentwood,2020-11-30,59,1.0,435.0,811.0,31.0
Brentwood,2020-12-31,44,-2.0,401.0,855.0,28.0
Brentwood,2021-01-31,74,2.0,382.0,832.0,34.0
Brentwood,2021-02-28,47,1.0,369.0,773.0,37.0
Brentwood,2021-03-31,88,1.0,366.0,786.0,2.0
Brentwood,2021-04-30,82,2.0,394.0,834.0,5.0
Brentwood,2021-05-31,73,-7.0,408.0,843.0,-3.0
Brentwood,2021-06-30,86,-1.0,450.0,851.0,-2.0
Brentwood,2021-07-31,71,2.0,447.0,829.0,-2.0
Brentwood,2021-08-31,82,-2.0,482.0,851.0,-5.0
Brentwood,2021-09-30,68,-2.0,462.0,828.0,-8.0
Brentwood,2021-10-31,90,0.0,470.0,864.0,-10.0
Brentwood,2021-11-30,71,6.0,468.0,876.0,3.0
Brentwood,2021-12-31,58,18.0,440.0,890.0,22.0
Brentwood,2022-01-31,63,-1.0,432.0,879.0,19.0
Brentwood,2022-02-28,52,0.0,402.0,884.0,21.0
Brentwood,2022-03-31,112,-3.0,446.0,908.0,20.0
Brentwood,2022-04-30,90,0.0,446.0,916.0,20.0
Brentwood,2022-05-31,95,4.0,470.0,938.0,18.0
Brentwood,2022-06-30,87,2.0,499.0,939.0,2.0
Brentwood,2022-07-31,68,-2.0,504.0,936.0,1.0
Brentwood,2022-08-31,113,0.0,565.0,967.0,1.0
Brentwood,2022-09-30,67,2.0,520.0,966.0,6.0
Brentwood,2022-10-31,91,1.0,521.0,967.0,7.0
Brentwood,2022-11-30,79,13.0,505.0,975.0,16.0
Brentwood,2022-12-31,73,-1.0,491.0,990.0,13.0
Brentwood,2023-01-31,62,0.0,485.0,989.0,15.0
Brentwood,2023-02-28,52,2.0,424.0,989.0,17.0
Brentwood,2023-03-31,84,2.0,441.0,961.0,17.0
Brentwood,2023-04-30,64,-2.0,414.0,935.0,14.0
Brentwood,2023-05-31,86,1.0,421.0,926.0,2.0
Brentwood,2023-06-30,90,1.0,438.0,929.0,4.0
Brentwood,2023-07-31,67,-3.0,443.0,928.0,1.0
Brentwood,2023-08-31,101,-5.0,492.0,916.0,-6.0
Brentwood,2023-09-30,82,-4.0,490.0,931.0,-12.0
Brentwood,2023-10-31,90,2.0,516.0,930.0,-8.0
Brentwood,2023-11-30,80,0.0,510.0,931.0,-9.0
Brentwood,2023-12-31,64,1.0,484.0,922.0,-9.0
Brentwood,2024-01-31,73,2.0,490.0,933.0,-4.0
Brentwood,2024-02-29,56,1.0,445.0,937.0,2.0
Brentwood,2024-03-31,80,3.0,443.0,933.0,9.0
Brentwood,2024-04-30,86,2.0,439.0,955.0,9.0
Brentwood,2024-05-31,91,1.0,450.0,960.0,10.0
Brentwood,2024-06-30,74,9.0,460.0,944.0,18.0
Brentwood,2024-07-31,94,-1.0,481.0,971.0,15.0
Brentwood,2024-08-31,94,-1.0,519.0,964.0,13.0
Brentwood,2024-09-30,94,0.0,533.0,976.0,10.0
Brentwood,2024-10-31,87,2.0,534.0,973.0,10.0
Brentwood,2024-11-30,70,2.0,513.0,963.0,11.0
Brentwood,2024-12-31,66,-3.0,505.0,965.0,-1.0
Brentwood,2025-01-31,65,-1.0,476.0,957.0,-1.0
Brentwood,2025-02-28,72,0.0,454.0,973.0,0.0
Brentwood,2025-03-31,90,0.0,450.0,983.0,0.0
Brentwood,2025-04-30,66,1.0,429.0,963.0,-1.0
Brentwood,2025-05-31,76,2.0,435.0,948.0,-1.0
Brentwood,2025-06-30,71,0.0,440.0,945.0,2.0
Brentwood,2025-07-31,102,1.0,477.0,953.0,4.0
Brentwood,2025-08-31,89,2.0,494.0,948.0,6.0
Brentwood,2025-09-30,98,-2.0,502.0,952.0,4.0
Brentwood,2025-10-31,85,4.0,521.0,950.0,7.0
Brentwood,2025-11-30,57,3.0,502.0,937.0,8.0
Brentwood,2025-12-31,61,-12.0,492.0,932.0,-4.0
Culver City,2020-01-31,19,79.0,19.0,19.0,79.0
Culver City,2020-02-29,10,0.0,29.0,29.0,79.0
Culver City,2020-03-31,13,0.0,42.0,42.0,79.0
Culver City,2020-04-30,4,0.0,46.0,46.0,79.0
Culver City,2020-05-31,4,0.0,50.0,50.0,79.0
Culver City,2020-06-30,25,7.0,75.0,75.0,86.0
Culver City,2020-07-31,14,-1.0,70.0,89.0,6.0
Culver City,2020-08-31,10,1.0,70.0,99.0,7.0
Culver City,2020-09-30,14,1.0,71.0,113.0,8.0
Culver City,2020-10-31,21,-3.0,88.0,134.0,5.0
Culver City,2020-11-30,14,0.0,98.0,148.0,5.0
Culver City,2020-12-31,9,0.0,82.0,157.0,-2.0
Culver City,2021-01-31,14,0.0,82.0,152.0,-1.0
Culver City,2021-02-28,5,-2.0,77.0,147.0,-4.0
Culver City,2021-03-31,20,0.0,83.0,154.0,-5.0
Culver City,2021-04-30,14,-1.0,76.0,164.0,-3.0
Culver City,2021-05-31,11,42.0,73.0,171.0,39.0
Culver City,2021-06-30,17,0.0,81.0,163.0,39.0
Culver City,2021-07-31,9,139.0,76.0,158.0,178.0
Culver City,2021-08-31,12,-1.0,83.0,160.0,179.0
Culver City,2021-09-30,8,0.0,71.0,154.0,179.0
Culver City,2021-10-31,15,112.0,72.0,148.0,292.0
Culver City,2021-11-30,16,74.0,77.0,150.0,324.0
Culver City,2021-12-31,15,0.0,75.0,156.0,324.0
Culver City,2022-01-31,12,0.0,78.0,154.0,185.0
Culver City,2022-02-28,10,1.0,76.0,159.0,187.0
Culver City,2022-03-31,15,2.0,83.0,154.0,189.0
Culver City,2022-04-30,11,1.0,79.0,151.0,78.0
Culver City,2022-05-31,12,0.0,75.0,152.0,4.0
Culver City,2022-06-30,8,0.0,68.0,143.0,4.0
Culver City,2022-07-31,15,0.0,71.0,149.0,4.0
Culver City,2022-08-31,14,0.0,75.0,151.0,3.0
Culver City,2022-09-30,6,0.0,66.0,149.0,1.0
Culver City,2022-10-31,15,-4.0,70.0,149.0,-4.0
Culver City,2022-11-30,12,-4.0,70.0,145.0,-8.0
Culver City,2022-12-31,12,0.0,74.0,142.0,-8.0
Culver City,2023-01-31,13,0.0,72.0,143.0,-8.0
Culver City,2023-02-28,12,0.0,70.0,145.0,-8.0
Culver City,2023-03-31,14,-2.0,78.0,144.0,-10.0
Culver City,2023-04-30,14,0.0,77.0,147.0,-6.0
Culver City,2023-05-31,28,3.0,93.0,163.0,1.0
Culver City,2023-06-30,9,-3.0,90.0,164.0,-2.0
Culver City,2023-07-31,19,1.0,96.0,168.0,-1.0
Culver City,2023-08-31,13,0.0,97.0,167.0,-1.0
Culver City,2023-09-30,8,0.0,91.0,169.0,1.0
Culver City,2023-10-31,15,1.0,92.0,169.0,2.0
Culver City,2023-11-30,15,-1.0,79.0,172.0,-2.0
Culver City,2023-12-31,15,0.0,85.0,175.0,1.0
Culver City,2024-01-31,11,0.0,77.0,173.0,0.0
Culver City,2024-02-29,11,0.0,75.0,172.0,0.0
Culver City,2024-03-31,22,6.0,89.0,180.0,6.0
Culver City,2024-04-30,9,0.0,83.0,175.0,5.0
Culver City,2024-05-31,21,0.0,89.0,168.0,6.0
Culver City,2024-06-30,17,0.0,91.0,176.0,6.0
Culver City,2024-07-31,16,0.0,96.0,173.0,6.0
Culver City,2024-08-31,14,11.0,99.0,174.0,17.0
Culver City,2024-09-30,16,0.0,93.0,182.0,11.0
Culver City,2024-10-31,22,-1.0,106.0,189.0,10.0
Culver City,2024-11-30,14,-2.0,99.0,188.0,8.0
Culver City,2024-12-31,13,12.0,95.0,186.0,20.0
Culver City,2025-01-31,17,1.0,96.0,192.0,21.0
Culver City,2025-02-28,7,1.0,89.0,188.0,11.0
Culver City,2025-03-31,15,0.0,88.0,181.0,11.0
Culver City,2025-04-30,13,0.0,79.0,185.0,12.0
Culver City,2025-05-31,14,2.0,79.0,178.0,16.0
Culver City,2025-06-30,13,0.0,79.0,174.0,4.0
Culver City,2025-07-31,18,45.0,80.0,176.0,48.0
Culver City,2025-08-31,23,184.0,96.0,185.0,231.0
Culver City,2025-09-30,17,0.0,98.0,186.0,231.0
Culver City,2025-10-31,8,0.0,93.0,172.0,231.0
Culver City,2025-11-30,17,107.0,96.0,175.0,336.0
Culver City,2025-12-31,15,0.0,98.0,177.0,336.0
Downtown LA,2020-01-31,8,0.0,8.0,8.0,0.0
Downtown LA,2020-02-29,16,0.0,24.0,24.0,0.0
Downtown LA,2020-03-31,9,0.0,33.0,33.0,0.0
Downtown LA,2020-04-30,19,0.0,52.0,52.0,0.0
Downtown LA,2020-05-31,9,-1.0,61.0,61.0,-1.0
Downtown LA,2020-06-30,21,1.0,82.0,82.0,0.0
Downtown LA,2020-07-31,25,785.0,99.0,107.0,785.0
Downtown LA,2020-08-31,11,121.0,94.0,118.0,906.0
Downtown LA,2020-09-30,8,0.0,93.0,126.0,906.0
Downtown LA,2020-10-31,7,0.0,81.0,133.0,906.0
Downtown LA,2020-11-30,13,60.0,85.0,146.0,967.0
Downtown LA,2020-12-31,6,507.0,70.0,152.0,1473.0
Downtown LA,2021-01-31,13,0.0,58.0,157.0,688.0
Downtown LA,2021-02-28,13,0.0,60.0,154.0,567.0
Downtown LA,2021-03-31,11,0.0,63.0,156.0,567.0
Downtown LA,2021-04-30,15,0.0,71.0,152.0,567.0
Downtown LA,2021-05-31,12,0.0,70.0,155.0,507.0
Downtown LA,2021-06-30,8,-2.0,72.0,142.0,-2.0
Downtown LA,2021-07-31,18,4.0,77.0,135.0,2.0
Downtown LA,2021-08-31,22,-8.0,86.0,146.0,-6.0
Downtown LA,2021-09-30,16,92.0,91.0,154.0,86.0
Downtown LA,2021-10-31,10,0.0,86.0,157.0,86.0
Downtown LA,2021-11-30,17,0.0,91.0,161.0,86.0
Downtown LA,2021-12-31,21,6.0,104.0,176.0,94.0
Downtown LA,2022-01-31,6,45.0,92.0,169.0,135.0
Downtown LA,2022-02-28,11,0.0,81.0,167.0,143.0
Downtown LA,2022-03-31,16,0.0,81.0,172.0,51.0
Downtown LA,2022-04-30,16,-4.0,87.0,173.0,47.0
Downtown LA,2022-05-31,17,281.0,87.0,178.0,328.0
Downtown LA,2022-06-30,14,0.0,80.0,184.0,322.0
Downtown LA,2022-07-31,11,0.0,85.0,177.0,277.0
Downtown LA,2022-08-31,20,0.0,94.0,175.0,277.0
Downtown LA,2022-09-30,23,0.0,101.0,182.0,277.0
Downtown LA,2022-10-31,11,0.0,96.0,183.0,281.0
Downtown LA,2022-11-30,16,0.0,95.0,182.0,0.0
Downtown LA,2022-12-31,14,0.0,95.0,175.0,0.0
Downtown LA,2023-01-31,8,0.0,92.0,177.0,0.0
Downtown LA,2023-02-28,11,218.0,83.0,177.0,218.0
Downtown LA,2023-03-31,13,0.0,73.0,174.0,218.0
Downtown LA,2023-04-30,14,103.0,76.0,172.0,321.0
Downtown LA,2023-05-31,26,170.0,86.0,181.0,491.0
Downtown LA,2023-06-30,15,0.0,87.0,182.0,491.0
Downtown LA,2023-07-31,15,-7.0,94.0,186.0,484.0
Downtown LA,2023-08-31,14,302.0,97.0,180.0,568.0
Downtown LA,2023-09-30,10,0.0,94.0,167.0,568.0
Downtown LA,2023-10-31,14,0.0,94.0,170.0,465.0
Downtown LA,2023-11-30,11,9.0,79.0,165.0,304.0
Downtown LA,2023-12-31,11,0.0,75.0,162.0,304.0
Downtown LA,2024-01-31,14,240.0,74.0,168.0,551.0
Downtown LA,2024-02-29,7,1.0,67.0,164.0,250.0
Downtown LA,2024-03-31,8,4.0,65.0,159.0,254.0
Downtown LA,2024-04-30,11,0.0,62.0,156.0,254.0
Downtown LA,2024-05-31,11,-2.0,62.0,141.0,243.0
Downtown LA,2024-06-30,9,0.0,60.0,135.0,243.0
Downtown LA,2024-07-31,9,0.0,55.0,129.0,3.0
Downtown LA,2024-08-31,9,4.0,57.0,124.0,6.0
Downtown LA,2024-09-30,11,-2.0,60.0,125.0,0.0
Downtown LA,2024-10-31,10,0.0,59.0,121.0,0.0
Downtown LA,2024-11-30,7,1.0,55.0,117.0,3.0
Downtown LA,2024-12-31,8,0.0,54.0,114.0,3.0
Downtown LA,2025-01-31,8,0.0,53.0,108.0,3.0
Downtown LA,2025-02-28,11,0.0,55.0,112.0,-1.0
Downtown LA,2025-03-31,20,0.0,64.0,124.0,1.0
Downtown LA,2025-04-30,7,0.0,61.0,120.0,1.0
Downtown LA,2025-05-31,13,0.0,67.0,122.0,0.0
Downtown LA,2025-06-30,14,0.0,73.0,127.0,0.0
Downtown LA,2025-07-31,11,0.0,76.0,129.0,0.0
Downtown LA,2025-08-31,14,1.0,79.0,134.0,1.0
Downtown LA,2025-09-30,10,0.0,69.0,133.0,1.0
Downtown LA,2025-10-31,15,0.0,77.0,138.0,1.0
Downtown LA,2025-11-30,8,0.0,72.0,139.0,1.0
Downtown LA,2025-12-31,5,0.0,63.0,136.0,1.0
Exposition Park,2020-01-31,44,2.0,44.0,44.0,2.0
Exposition Park,2020-02-29,43,29.0,87.0,87.0,31.0
Exposition Park,2020-03-31,18,10.0,105.0,105.0,41.0
Exposition Park,2020-04-30,11,5.0,116.0,116.0,46.0
Exposition Park,2020-05-31,19,8.0,135.0,135.0,54.0
Exposition Park,2020-06-30,16,78.0,151.0,151.0,132.0
Exposition Park,2020-07-31,20,2.0,127.0,171.0,132.0
Exposition Park,2020-08-31,19,6.0,103.0,190.0,109.0
Exposition Park,2020-09-30,20,3.0,105.0,210.0,102.0
Exposition Park,2020-10-31,26,48.0,120.0,236.0,145.0
Exposition Park,2020-11-30,14,-25.0,115.0,250.0,112.0
Exposition Park,2020-12-31,20,44.0,119.0,270.0,78.0
Exposition Park,2021-01-31,27,47.0,126.0,253.0,123.0
Exposition Park,2021-02-28,23,10.0,130.0,233.0,127.0
Exposition Park,2021-03-31,33,46.0,143.0,248.0,170.0
Exposition Park,2021-04-30,26,2.0,143.0,263.0,124.0
Exposition Park,2021-05-31,20,4.0,149.0,264.0,153.0
Exposition Park,2021-06-30,20,61.0,149.0,268.0,170.0
Exposition Park,2021-07-31,25,3.0,147.0,273.0,126.0
Exposition Park,2021-08-31,24,3.0,148.0,278.0,119.0
Exposition Park,2021-09-30,25,-3.0,140.0,283.0,70.0
Exposition Park,2021-10-31,31,1.0,145.0,288.0,69.0
Exposition Park,2021-11-30,28,0.0,153.0,302.0,65.0
Exposition Park,2021-12-31,25,6.0,158.0,307.0,10.0
Exposition Park,2022-01-31,39,19.0,172.0,319.0,26.0
Exposition Park,2022-02-28,24,16.0,172.0,320.0,39.0
Exposition Park,2022-03-31,29,0.0,176.0,316.0,42.0
Exposition Park,2022-04-30,38,68.0,183.0,328.0,109.0
Exposition Park,2022-05-31,44,9.0,199.0,352.0,118.0
Exposition Park,2022-06-30,43,8.0,217.0,375.0,120.0
Exposition Park,2022-07-31,40,0.0,218.0,390.0,101.0
Exposition Park,2022-08-31,27,1.0,221.0,393.0,86.0
Exposition Park,2022-09-30,27,12.0,219.0,395.0,98.0
Exposition Park,2022-10-31,24,-1.0,205.0,388.0,29.0
Exposition Park,2022-11-30,32,2.0,193.0,392.0,22.0
Exposition Park,2022-12-31,32,9.0,182.0,399.0,23.0
Exposition Park,2023-01-31,31,1.0,173.0,391.0,24.0
Exposition Park,2023-02-28,32,8.0,178.0,399.0,31.0
Exposition Park,2023-03-31,40,55.0,191.0,410.0,74.0
Exposition Park,2023-04-30,33,1.0,200.0,405.0,76.0
Exposition Park,2023-05-31,24,7.0,192.0,385.0,81.0
Exposition Park,2023-06-30,36,46.0,196.0,378.0,118.0
Exposition Park,2023-07-31,27,2.0,192.0,365.0,119.0
Exposition Park,2023-08-31,42,61.0,202.0,380.0,172.0
Exposition Park,2023-09-30,32,25.0,194.0,385.0,142.0
Exposition Park,2023-10-31,51,19.0,212.0,412.0,160.0
Exposition Park,2023-11-30,35,6.0,223.0,415.0,159.0
Exposition Park,2023-12-31,20,36.0,207.0,403.0,149.0
Exposition Park,2024-01-31,25,-9.0,205.0,397.0,138.0
Exposition Park,2024-02-29,21,47.0,184.0,386.0,124.0
Exposition Park,2024-03-31,39,2.0,191.0,385.0,101.0
Exposition Park,2024-04-30,31,-2.0,171.0,383.0,80.0
Exposition Park,2024-05-31,33,0.0,169.0,392.0,74.0
Exposition Park,2024-06-30,25,4.0,174.0,381.0,42.0
Exposition Park,2024-07-31,16,2.0,165.0,370.0,53.0
Exposition Park,2024-08-31,41,23.0,185.0,369.0,29.0
Exposition Park,2024-09-30,39,0.0,185.0,376.0,27.0
Exposition Park,2024-10-31,46,35.0,200.0,371.0,64.0
Exposition Park,2024-11-30,26,429.0,193.0,362.0,493.0
Exposition Park,2024-12-31,33,7.0,201.0,375.0,496.0
Exposition Park,2025-01-31,35,3.0,220.0,385.0,497.0
Exposition Park,2025-02-28,30,-1.0,209.0,394.0,473.0
Exposition Park,2025-03-31,26,4.0,196.0,381.0,477.0
Exposition Park,2025-04-30,34,-8.0,184.0,384.0,434.0
Exposition Park,2025-05-31,25,0.0,183.0,376.0,5.0
Exposition Park,2025-06-30,21,4.0,171.0,372.0,2.0
Exposition Park,2025-07-31,36,6.0,172.0,392.0,5.0
Exposition Park,2025-08-31,25,0.0,167.0,376.0,6.0
Exposition Park,2025-09-30,44,6.0,185.0,381.0,8.0
Exposition Park,2025-10-31,37,-1.0,188.0,372.0,15.0
Exposition Park,2025-11-30,20,48.0,183.0,366.0,63.0
Exposition Park,2025-12-31,24,4.0,186.0,357.0,63.0
Glassell Park,2020-01-31,65,2.0,65.0,65.0,2.0
Glassell Park,2020-02-29,62,5.0,127.0,127.0,7.0
